month_date_yyyymm,postal_code,zip_name,flag,median_listing_price,median_listing_price_mm,median_listing_price_yy,active_listing_count,active_listing_count_mm,active_listing_count_yy,median_days_on_market,median_days_on_market_mm,median_days_on_market_yy,new_listing_count,new_listing_count_mm,new_listing_count_yy,price_increased_count,price_increased_count_mm,price_increased_count_yy,price_reduced_count,price_reduced_count_mm,price_reduced_count_yy,pending_listing_count,pending_listing_count_mm,pending_listing_count_yy,median_listing_price_per_square_feet,median_listing_price_per_square_feet_mm,median_listing_price_per_square_feet_yy,median_square_feet,median_square_feet_mm,median_square_feet_yy,average_listing_price,average_listing_price_mm,average_listing_price_yy,total_listing_count,total_listing_count_mm,total_listing_count_yy,pending_ratio_mm,pending_ratio_yy
201912,33160,"north miami beach, fl",,715050,-0.0042,0.0214,2637,0.0181,0.0273,163,-0.0412,0.0795,276,-0.1786,-0.0921,20,0.25,-0.375,328,-0.0787,-0.0238,176,0.1,0.2941,435.5820506,-0.0163,0.0259,1525,-0.0123,-0.0123,1399907,-0.0193,-0.0264,2813,0.0229,0.0667,0.005,0.0138
201912,33139,"miami beach, fl",,475050,0.044,0.044,1843,0.0302,-0.0505,142.5,-0.0563,0.1492,224,-0.0667,-0.1642,8,-0.3333,-0.3333,208,-0.0545,-0.1875,118,0.1238,0.1919,542.4997679,0.001,-0.026,841.5,0.0054,0.0102,1657563,0.0395,0.0663,1961,0.0354,0.064,0.0053,0.013
201912,34145,"marco island, fl",,725050,0.0284,0.0741,1290,0.0174,-0.0591,98,-0.1552,-0.2097,220,-0.1791,-0.1791,0,-1,-1,168,-0.1765,0.2353,180,-0.122,0.2081,424.6315729,0.0098,0.0035,1849,-5.00E-04,0.0446,1022878,2.00E-04,-9.00E-04,1470,-0.002,0.1395,-0.0221,0.0309
201912,33131,"miami, fl",*,499050,0.002,,1244,-0.0103,,170,0,,128,0,-0.1111,4,0,-0.75,108,-0.1563,-0.2059,81,0.0385,-0.0581,475.2342704,-0.007,-0.0455,1088.5,-0.0149,-0.0229,811395,-8.00E-04,-0.0382,1325,-0.0075,0.0651,0.0031,0.0079
201912,33180,"miami, fl",*,440000,0.0231,,1104,0.0091,-0.0515,126.5,-0.0489,-0.0489,152,-0.05,-0.0256,12,0.5,0.5,144,-0.0769,0.0909,114,-0.0172,0.0962,292.8144685,0.0033,-0.0104,1439.5,-0.0052,0.026,607831,0.0116,0.0092,1218,0.0066,0.1033,-0.0028,0.0139
201912,33009,"hallandale, fl",,287050,-0.0271,0.007,1064,0.0935,-0.0203,106,-0.1167,0,148,-0.0263,-0.0263,12,0.5,0.5,156,0.0541,-0.1333,128,-0.1049,0.0579,241.1895161,-0.0146,0.0184,1126,-0.0209,0.0135,446547,-0.0233,0.0437,1192,0.0681,0.1203,-0.0267,0.0089
201912,33480,"palm beach, fl",*,1650050,0.1037,0.1037,1022,0.0569,,104.5,-0.1836,0.1117,160,0.0811,-0.0476,4,0,,108,0.35,0.2857,63,0.0678,-0.2317,777.7137737,0.0231,0.0029,2104.5,0.0522,0.0226,3967299,0.0783,-0.1058,1085,0.0575,0.0616,6.00E-04,-0.0264
201912,33019,"hollywood, fl",,459395,-0.0227,-0.0626,973,0.0611,0.1057,121,-0.1168,-0.0692,124,-0.1389,-0.0606,8,0,0,108,-0.129,-0.2059,98,0.0889,0.8846,332.5859492,-0.0156,-0.0225,1178,-0.0067,-0.0264,747329,-0.0265,-0.0663,1071,0.0636,0.1007,0.0026,0.0416
201912,33140,"miami beach, fl",,650050,0.0015,0,955,0.0138,0.0084,135.5,-0.059,0.1016,108,-0.0357,-0.1563,4,-0.6667,-0.6667,104,0,-0.1875,64,-0.0725,0.0492,533.6756267,0.0014,-0.0058,1225,0.0141,-0.0354,1928262,-0.0653,-0.0275,1019,0.0079,0.067,-0.0062,0.0026
201912,32137,"palm coast, fl",,382500,0.0091,-0.0872,860,-0.0337,-0.1675,93,-0.051,-0.07,180,-0.1346,0.0976,8,0,-0.75,140,-0.3137,-0.2222,244,-0.0896,0.2139,185.3039825,0.0174,-0.0539,2090,-0.0155,-0.0346,537305,-0.0162,-0.0531,1104,-0.0466,0.2837,-0.0174,0.0891
201912,33137,"miami, fl",*,595050,0,,853,-0.0218,,170.5,0.0149,,68,-0.2273,-0.3704,12,2,0.5,104,0.1304,0,55,-0.1406,0.4103,479.8284652,-0.015,0.0147,1158,-0.0086,-0.0186,1084360,0.0219,0.1552,908,-0.0299,0.0645,-0.0089,0.0229
201912,33141,"miami beach, fl",,416550,0.0415,-0.0744,849,0.0047,-0.0308,121,0.0168,-0.0082,124,0,-0.0313,8,0,-0.5,120,0.3043,-0.1176,107,-0.0696,0.3896,354.3727395,0.0264,-0.0438,1080,0,-0.0584,969072,0.0639,-0.0693,956,-0.0042,0.126,-0.0101,0.0381
201912,29582,"north myrtle beach, sc",,295050,0,3.00E-04,825,-0.0024,-0.0317,110.5,0.0327,-0.0556,124,-0.1143,-0.0313,4,0,-0.5,120,-0.25,0,238,-0.1282,-0.0916,152.9435017,-0.0252,-0.2345,826,-0.0294,-0.4104,363392,-0.0012,0.0279,1063,-0.0336,0.2885,-0.0416,-0.019
201912,33132,"miami, fl",,488550,0.0031,0.0394,816,0.0316,0.1148,129,-0.0077,-0.1042,80,-0.3333,-0.1667,4,0,-0.5,104,0.0833,0.5294,53,-0.0536,-0.0185,413.0434783,1.00E-04,0.0182,1048,0,-0.0332,1032419,-0.0332,0.4691,869,0.026,0.065,-0.0058,-0.0088
201912,29577,"myrtle beach, sc",,173750,0.0224,0.0278,777,-0.0407,0.0117,109.5,0.1902,-0.0798,112,-0.3,0,20,0,4,104,-0.4348,-0.037,295,-0.0296,-0.0328,171.0434616,-7.00E-04,-0.0305,501,0,-0.4995,241241,0.0078,0.0429,1072,-0.0377,0.3797,0.0044,-0.0175
201912,29928,"hilton head island, sc",,537300,-0.0232,-0.1031,773,-0.0409,0,122,0.0167,-0.0963,100,-0.2857,0.1364,0,-1,,88,-0.2903,0.1579,169,-0.1716,0.1267,300.5519318,-0.0281,-0.0382,1750,-0.0202,-0.0437,892943,-0.0252,-0.0565,942,-0.0673,0.2186,-0.0345,0.0246
201912,33178,"miami, fl",,432550,-0.0055,0.0176,755,-0.0131,-0.086,120.5,0.057,0.0856,92,-0.303,-0.2333,0,-1,-1,64,-0.36,-0.2381,152,-0.1648,0.216,223.3529181,-0.0094,0.0026,1862,0,-0.0048,530426,0.0112,-0.0026,907,-0.0422,0.2013,-0.0366,0.05
201912,78130,"new braunfels, tx",,270643.5,0.0211,0.0059,733,-0.0253,0.0083,69.5,0.1583,-0.1627,164,-0.18,-0.0682,80,-0.2857,-0.2308,128,-0.4839,-0.36,321,-0.0932,-0.036,141.5511364,0.0178,0.0384,1960,5.00E-04,-0.0335,323209,0.022,0.0692,1054,-0.047,0.4379,-0.0328,-0.0201
201912,32413,"panama city beach, fl",,393100,-0.0149,0.0652,730,-0.0095,0.0355,143.5,0.0789,0.543,68,-0.3462,-0.0556,8,0,-0.5,88,-0.3889,0.6923,0,,,347.8232543,-0.0081,0.0646,1321,0,0,521025,-0.011,0.0694,730,-0.0095,0,0,0
201912,8008,"beach haven, nj",,1094050,-0.0045,0.0951,725,-0.0473,0.4078,97.5,0.4773,-0.025,52,-0.2778,-0.1333,0,,,8,-0.8333,-0.6,24,-0.1111,3,526.0590216,-0.0066,0.0108,2000,-0.0114,-0.0196,1398439,-0.0119,0.0663,749,-0.0495,0.0331,-0.0024,0.0215
201912,96815,"honolulu, hi",*,502550,0.0052,-0.0429,723,-0.0069,0.1209,106.5,0.1452,,128,0.0667,-0.0588,0,-1,-1,72,-0.25,-0.1,1,0,0,726.6602502,0.0127,0.0386,655,-0.0165,-0.0452,965555,0.0133,0.0842,724,-0.0069,0.0014,0,-2.00E-04
201912,32459,"santa rosa beach, fl",,766426,-0.0019,0.1027,715,-0.0364,0.0317,119.5,0.067,0.0575,68,-0.5143,-0.2609,4,-0.8571,-0.6667,104,-0.2353,-0.2353,0,,,353.8702877,-0.01,0.048,2252,0.0063,0.0054,1241421,-0.0112,0.1183,715,-0.0364,0,0,0
201912,33130,"miami, fl",,469050,0,0.0196,712,-0.0014,-0.0668,171.5,-0.0311,-0.0311,56,-0.3636,0,4,0,0,56,-0.125,-0.3,55,0.0577,0.4474,432.6608643,-0.0103,0.009,1013,0,0,586266,0.0083,-0.0028,767,0.0026,0.0772,0.0043,0.0274
201912,32034,"fernandina beach, fl",*,450049.5,2.00E-04,0.0588,693,-0.0533,0.0828,99.5,0.0815,,92,-0.425,-0.303,16,-0.2,0,80,-0.4444,0.4286,257,-0.0517,-0.0722,212.9534915,0.0043,0.0228,2208.5,0.0011,-0.0219,601591,-0.0306,0.0547,950,-0.0528,0.3709,6.00E-04,-0.062
201912,71913,"hot springs national park, ar",*,260000,-0.0172,,690,-0.0688,,89,0.0854,,124,-0.0313,0.1071,4,,-0.5,48,-0.4783,0.3333,29,0.0357,0.3182,124.2241139,0.0198,0.1612,1987.5,-0.02,0.072,356288,-0.0011,0.1162,719,-0.065,0.042,0.0042,0.0177
201912,33154,"miami beach, fl",*,895050,0.0229,-0.0638,687,0.0208,-0.02,137,-0.0486,,84,0,-0.0455,12,0.5,0.5,92,0.2778,-0.0417,53,-0.1587,0.1778,546.0693397,0.0011,-0.1244,1602,0.0165,-0.0509,2176440,0.0555,-0.025,740,0.0054,0.0771,-0.0165,0.013
201912,34747,"kissimmee, fl",,395550,0.0167,0.1365,687,0.0118,0.1099,81.5,-0.0298,-0.1237,136,-0.1905,0.36,16,1,0.3333,140,0.129,0.0938,172,-0.1134,0.0488,165.1866913,0.002,0.0169,2463,0.028,0.1779,517156,0.0224,0.1118,859,-0.016,0.2504,-0.0354,-0.0146
201912,32080,"saint augustine, fl",,449500,0.0477,0.0704,674,0.0075,0.0228,92.5,-0.0263,-0.0263,104,-0.2571,0.04,0,,-1,96,-0.2,-0.04,162,-0.069,0.5283,250.6897251,0.0093,0.0343,1789,0,-0.0045,611722,0.0187,0.111,836,-0.0083,0.2404,-0.0197,0.0795
201912,33062,"pompano beach, fl",,399050,-0.0023,-0.0025,670,0.0045,-0.0059,90,0.0112,-0.0217,112,-0.2432,0,4,0,-0.5,112,-0.0968,0.12,131,0.048,0.8714,320.3009259,0.0045,0.025,1265,-0.0039,0.012,963455,0.0019,0.0942,801,0.0114,0.1955,0.0081,0.0917
201912,29455,"johns island, sc",,689550,-7.00E-04,0.1686,662,-0.035,-0.0583,168,0.1275,-0.0175,60,-0.4,-0.0625,20,0.6667,0,84,-0.2759,-0.16,107,-0.0776,0.1758,330.5562247,-0.0021,0.0448,2407,-0.0215,-0.0029,1167334,0.0019,0.0857,769,-0.0411,0.1616,-0.0075,0.0322
201912,30052,"loganville, ga",,294480,0.0035,-0.0116,647,0.0031,0.0419,58.5,-0.0085,-0.0565,188,-0.0784,0.3056,28,-0.6818,1.3333,136,-0.3333,0.2143,305,-0.2824,0.1011,101.3674527,0.0034,0.1087,2100,-0.0099,-0.0296,312779,0.0073,-0.0121,952,-0.1103,0.4714,-0.1875,0.0254
201912,33908,"fort myers, fl",,336210,0.0347,0.0932,643,-0.0046,-0.2435,83.5,0.0309,0.0183,124,-0.2791,-0.225,4,0,0,96,-0.4419,-0.2941,157,-0.0485,0.2362,175.6961453,0.0031,0.0388,1867.5,-0.0066,0.0267,491445,0.0207,0.0681,800,-0.0136,0.2442,-0.0112,0.0948
201912,21842,"ocean city, md",,329950,0.0151,0.0355,641,-0.0574,-0.1373,99,0.125,-0.0198,80,-0.375,-0.0476,8,,0,52,-0.48,-0.0714,14,-0.3913,2.5,277.6215278,1.00E-04,0.0354,1148.5,4.00E-04,4.00E-04,389924,-0.0015,0.0046,655,-0.0683,0.0218,-0.012,0.0165
201912,60611,"chicago, il",,648550,0.0213,0.1181,640,-0.1061,0.1189,90.5,0.2929,0.0774,68,-0.5278,-0.2609,0,,-1,32,-0.6667,-0.2727,92,-0.1238,-0.3867,412.1808072,-8.00E-04,-0.0035,1450,0.0035,0.1035,1088772,-0.0027,0.0706,732,-0.1084,0.1438,-0.0029,-0.1185
201912,30040,"cumming, ga",,420000,1.00E-04,0.0245,636,-0.0783,-0.1311,71.5,0.2328,0.0515,136,-0.32,-0.2093,28,1.3333,0,128,-0.5224,-0.2727,239,-0.2138,0.0717,128.5388197,0.0307,0.0688,2748,-0.0186,-0.0375,465230,0.019,-0.0157,875,-0.1197,0.3758,-0.0648,0.0711
201912,30024,"suwanee, ga",,427550,-0.0282,-0.017,635,-0.1289,-0.1094,75,0.1538,0.087,140,-0.186,-0.2222,8,-0.6,-0.3333,140,-0.4531,-0.3636,268,-0.1546,0.0939,129.864,0.0108,0.0204,2952.5,-0.046,-0.0092,577346,-0.0076,-0.0662,903,-0.1367,0.422,-0.0128,0.0784
201912,34114,"naples, fl",,419160,0.0099,3.00E-04,631,0.0605,-0.19,94,0,-0.1132,100,-0.1667,-0.3243,8,0,-0.3333,68,0,-0.1053,120,-0.1045,0.1321,203.0968321,0.0083,0.0125,2130.5,0.0112,0.005,484387,0.0255,-0.0074,751,0.0302,0.1902,-0.035,0.0541
201912,30004,"alpharetta, ga",,672550,0.0205,-0.0365,625,-0.1611,-0.1798,81,0.1408,0.08,128,-0.3725,-0.1351,16,0,3,124,-0.3542,-0.2791,229,-0.1358,0.145,152.1967917,0.0152,0.0028,3447.5,-0.0175,0.0347,845951,0.019,-0.0197,854,-0.1545,0.3664,0.0107,0.1039
201912,29579,"myrtle beach, sc",,289602.5,-0.0017,0.0163,618,-0.0016,0.0352,85,-0.0761,-0.1414,112,-0.3,0.2727,28,-0.2222,1.3333,156,-0.1136,0.3929,262,-0.0742,0.1149,0,,-1,0,,-1,369945,-0.0075,0.025,880,-0.0244,0.4239,-0.0332,0.0303
201912,32963,"vero beach, fl",,762550,-0.0274,0.059,615,0.0149,-0.0848,127.5,0.0119,-0.0039,80,-0.3103,0,0,,-1,60,-0.1176,-0.1176,92,-0.098,0.0824,313.8624119,0.0017,0.4126,2550,-0.0078,0.6109,1286969,-0.0313,-0.053,707,-0.0014,0.1496,-0.0187,0.0231
201912,33957,"sanibel, fl",*,811550,0.0208,-0.0715,612,0.089,,79,-0.0125,0.0676,104,-0.1613,-0.2778,0,,,72,-0.1429,0.2857,39,0.1818,1.2941,502.1682394,-0.0064,0.0473,1734.5,0.0108,-0.0794,1144189,0.0188,-0.0194,651,0.0941,0.0637,0.005,0.0357
201912,34135,"bonita springs, fl",*,344447.5,0.0159,,611,0.0427,-0.1929,76,0.1343,-0.0256,104,-0.2778,-0.2571,0,-1,-1,116,-0.0645,-0.2368,143,-0.1637,-0.128,187.7746139,-7.00E-04,0.0114,1863.5,-0.0024,0.0487,428805,0.0105,0.052,754,-0.004,0.234,-0.0578,0.0174
201912,10022,"new york, ny",,1437550,0.0305,-0.0417,601,-0.1353,0.005,106,-0.0275,0.0816,36,-0.4706,-0.1,4,-0.5,,72,-0.4375,0.125,140,0.0938,-0.085,833.4620787,0.0121,0.0035,889,0.0881,0.0583,2742246,0.0225,-0.1638,741,-0.0996,0.2329,0.0488,-0.0229
201912,32541,"destin, fl",,569800,-0.0091,0.077,597,-0.0628,-0.0584,136.5,0.208,-0.0109,56,-0.3636,-0.44,8,1,0,64,-0.4667,-0.2727,0,-1,,316.1094225,0.0138,0.0695,1781,-0.0471,-0.0342,788447,-0.0047,0.0549,597,-0.0643,0,-0.0016,0
201912,33308,"fort lauderdale, fl",*,525050,0.0294,,592,-0.0199,,88,0.0115,,104,-0.2778,-0.2571,4,,0,88,-0.3529,-0.4359,139,-0.0608,1.5273,324.0040858,0.0019,0.019,1486,-0.0093,0.0248,957612,0.0182,0.1517,731,-0.0279,0.2348,-0.0102,0.1612
201912,92253,"la quinta, ca",,705950,0.0099,0.026,589,0.0034,-0.1739,62.5,0.1161,-0.0672,124,-0.3673,0,4,0,0,56,-0.4815,-0.5,181,0.0774,0.183,267.6223317,0.0081,0.035,2690.5,0.0172,-0.0429,997530,0.003,-0.1027,770,0.0199,0.3073,0.0211,0.0927
201912,79938,"el paso, tx",*,210000,0,,586,-0.0698,0.0872,77.5,0.1567,-0.1667,140,0.4583,0.5217,28,0.1667,0.4,52,-0.35,0.4444,55,-0.0351,-0.7993,108.7628082,0.0115,0.0674,1939,-0.0077,0.0772,212552,0.0032,0.1363,641,-0.067,0.0939,0.0034,-0.4145
201912,29572,"myrtle beach, sc",,249750,0.0192,0.1102,585,-0.0234,0.0174,128,0.1034,-0.0376,64,-0.4483,-0.0588,0,-1,-1,56,-0.3,0.4,150,-0.0683,-0.0196,189.9792543,0.0061,-0.0465,901,0,-0.2172,343513,-9.00E-04,0.0779,735,-0.0329,0.2564,-0.0124,-0.0097
201912,79928,"el paso, tx",,182000,0,0.0136,584,-0.0234,-0.1015,88,0.0602,-0.0222,92,-0.2333,0.0455,32,0.6,1,44,-0.1538,0.2222,54,0.0385,-0.7985,112.5834753,2.00E-04,0.0342,1676.5,-3.00E-04,-0.0259,193226,-0.0051,0.0158,638,-0.0185,0.0925,0.0055,-0.3198
201912,36542,"gulf shores, al",*,358050,-0.0028,-0.004,583,-0.0551,,100,0.0638,0.0526,100,0.087,0.3158,8,0,1,40,-0.5652,-0.4737,184,-0.0213,183,274.0279313,0.0485,0.1059,1430,-0.0069,-0.0467,454287,0.0092,-0.0162,767,-0.0472,0.3156,0.0109,0.314
201912,77494,"katy, tx",,374740,-8.00E-04,0.021,574,-0.0946,-0.1156,66,0.082,-0.0294,132,-0.25,-0.175,8,-0.5,-0.75,188,-0.1296,0.3824,175,-0.1706,0.1667,120.085605,-0.0032,0.0075,3235.5,-0.0075,8.00E-04,431488,-0.019,0.025,749,-0.1136,0.3049,-0.0279,0.0738
201912,84098,"park city, ut",*,1162550,-0.061,0.0714,564,0.0036,0.0126,147,0.0576,,108,0.5882,0,8,,0,40,0,-0.375,272,-0.2444,0.1624,514.2190167,0.0262,0.0393,2397,-0.0496,0.1333,1786017,-0.001,0.1273,836,-0.0933,0.4823,-0.1583,0.0622
201912,33914,"cape coral, fl",*,449050,0.0228,,564,0.0292,-0.1931,68.5,0.0224,-0.0867,88,-0.4359,-0.4884,8,0,1,128,-0.0857,-0.2195,173,-0.1878,0.373,214.5035804,0.0089,0.1049,2119.5,0.0141,0.0374,546959,0.0196,0.1224,737,-0.0315,0.3067,-0.0819,0.1265
201912,30506,"gainesville, ga",,380550,-0.0362,0.0572,560,-0.0728,-0.1195,88,0.0353,-0.1538,100,-0.375,-0.1071,8,1,0,100,-0.1935,0.5625,138,-0.1534,0.0376,122.1717083,-0.0045,0.083,2470,0.019,0.1435,516046,-0.0041,0.0307,698,-0.09,0.2464,-0.0234,0.0373
201912,78132,"new braunfels, tx",,439045,-0.0021,-0.011,560,-0.0278,0.0769,78.5,0.1056,-0.108,96,-0.3143,0.0435,44,0.5714,0,76,-0.525,-0.2083,170,-0.1005,0.2057,159.5255778,0.003,-0.0099,2761.5,-0.0235,-0.0565,519835,6.00E-04,-0.0158,730,-0.0458,0.3036,-0.0246,0.0324
201912,30019,"dacula, ga",,335050,0,0,559,-0.0444,0.1719,77,0.2031,0.1493,112,-0.2222,0,4,-0.9286,-0.8571,100,-0.5455,-0.1935,192,-0.0986,0.3617,108.1510436,0.0116,0.1041,2741,-0.0396,0.0518,381640,1.00E-04,0.0341,751,-0.0589,0.3435,-0.0206,0.0479
201912,11968,"southampton, ny",,2195050,0,-0.085,558,-0.0715,0.0127,179,0.1187,-0.0628,16,-0.6667,-0.3333,0,-1,,24,-0.4545,0.2,47,-0.1455,1.0435,625,0,-0.0455,2837.5,0.0134,-0.0963,4391275,0.0801,-0.0187,605,-0.0777,0.0842,-0.0073,0.0425
201912,32084,"saint augustine, fl",,314540,0.0483,0.0145,556,-0.0089,-0.1524,87,-0.0114,-0.0938,88,-0.3125,0.2222,8,1,0,68,-0.4138,-0.4848,222,0.1563,0.3789,174.5547949,0.0368,-0.0225,1798.5,-0.031,0.0219,436964,0.0501,0.0665,778,0.0332,0.3993,0.057,0.1539
201912,78597,"south padre island, tx",,374800,0.041,0.0862,556,-0.0297,-0.0263,185.5,0.0723,-0.0817,44,-0.1538,0.1,0,,,20,-0.6429,-0.375,39,-0.1333,0.56,246.0439815,-0.001,0.0192,1468,0.0145,0.0493,498590,-0.008,0.0506,595,-0.0372,0.0701,-0.0084,0.0264
201912,33401,"west palm beach, fl",,398050,0.0616,0.0231,555,0.0297,-0.0577,99.5,0.0051,0.0934,92,-0.3235,-0.08,4,0,0,84,-0.0455,-0.3226,105,-0.125,-0.25,293.4761497,0.0274,0.0131,1436.5,0.0261,0.0657,1055728,0.2174,0.2898,660,0.0015,0.1892,-0.0334,-0.0485
201912,92352,"lake arrowhead, ca",,543750,-0.0097,-0.0445,554,-0.1248,0.0552,128,0.113,0.1852,44,-0.3889,-0.3529,0,-1,-1,76,-0.4063,0,117,-0.2452,0.2717,252.7887262,0.0112,0.03,2392,-0.0213,-0.0116,1096962,0.0023,0.0946,671,-0.1485,0.2112,-0.0337,0.036
201912,34110,"naples, fl",,549050,-0.0452,0.0262,553,-0.0036,-0.0018,94,-0.0505,0.0108,84,-0.3636,-0.0455,0,-1,,64,-0.3333,-0.2381,124,0.0248,0.2039,242.8803263,-0.0087,0.0472,2263.5,-0.021,0.0168,921611,0.0056,0.0502,677,0.0015,0.2242,0.0062,0.0383
201912,32118,"daytona beach, fl",,242499.5,0.0587,0.0106,551,-0.0384,-0.117,106,0.0392,0.1522,84,-0.16,-0.3438,8,0,1,76,-0.3214,-0.0952,18,0,0.8,211.471393,0.002,0.0333,1272,0.0512,0.0233,345513,0.0223,-0.0319,569,-0.0372,0.0327,0.0013,0.0166
201912,30115,"canton, ga",,407950,-0.0312,0.0414,550,-0.0468,-0.1641,69.5,0.2411,-0.0347,112,-0.3488,-0.2632,28,0,0.4,104,-0.4348,-0.3953,174,-0.1256,0.0545,122.1480771,-0.0137,0.0266,2832,-0.0028,0.047,484446,-0.007,-0.013,724,-0.067,0.3164,-0.0285,0.0656
201912,34113,"naples, fl",*,377500,0.0341,,549,0.0037,,102.5,-0.0509,,76,-0.24,-0.1364,0,-1,,60,-0.4231,-0.4643,111,-0.126,0.1443,223.0133909,0.0077,0.0207,1744.5,0.002,-0.0054,568627,0.0045,0.0732,660,-0.0208,0.2022,-0.03,0.0497
201912,36561,"orange beach, al",*,490938.5,0.0467,0.0248,539,-0.0164,,97.5,0.0714,-0.0714,84,-0.2222,0,4,0,,56,-0.2632,0.4,81,-0.2358,,347.1119345,0.019,0.0426,1526,0.0066,-0.096,620428,0.0213,0.0034,620,-0.052,0.1503,-0.0432,0.1503
201912,33446,"delray beach, fl",,306550,-0.0239,0.0605,537,0.0132,-0.0462,75,-0.0506,0.0417,112,-0.2222,-0.2821,0,-1,-1,100,-0.2424,-0.1935,175,-0.1071,0.306,157.7347917,-0.001,-0.0107,1728,-0.0092,-0.0046,568732,-0.0277,0.0359,712,-0.0193,0.3259,-0.0439,0.0879
201912,33133,"miami, fl",*,1049550,-0.0459,,535,-0.0165,,112.5,0.0417,,68,-0.15,-0.15,0,-1,-1,48,-0.3684,-0.3333,85,0.0494,0.1644,483.499901,0.0038,-0.0213,1889,-0.0197,-0.083,1770747,-0.0021,-0.0605,620,-0.008,0.1589,0.01,0.0337
201912,8087,"tuckerton, nj",*,249950,-0.0196,,533,-0.0763,,97.5,0.4773,,52,-0.5357,-0.0714,0,,-1,36,-0.6087,-0.3077,36,0,3.5,136.8421053,-0.0075,0.0965,1512,-0.0406,0.0107,269416,-0.0136,0.1002,569,-0.0718,0.0675,0.0052,0.0491
201912,11937,"east hampton, ny",,1782550,-0.007,0.081,533,-0.06,-0.0166,138,0.0781,-0.0676,16,-0.7143,-0.4286,0,,-1,24,-0.5,-0.5,57,-0.1493,0.4615,576.8248012,-0.0094,-0.0323,2500,0,0,3080729,0.0112,0.1243,590,-0.0694,0.1069,-0.0112,0.035
201912,31522,"saint simons island, ga",,512550,-0.0238,0.0513,528,-0.0276,-0.0817,119.5,0.0042,-0.0736,40,-0.5,-0.4444,8,,,40,-0.4444,-0.1667,14,-0.2632,13,217.5729601,0.0035,-0.0042,2212.5,-0.0101,-0.0105,749960,-0.007,0.0437,542,-0.0356,0.0265,-0.0085,0.0248
201912,23185,"williamsburg, va",,389250,-0.0246,0.1028,527,-0.1022,-0.1304,89.5,0.1049,0.0287,68,-0.4138,-0.4333,4,-0.5,,52,-0.4348,-0.1333,98,-0.0667,-0.1695,158.4586645,0.0027,0.0872,2550,-0.0282,0.0438,519516,0.0021,0.1823,625,-0.0968,0.186,0.0071,-0.0088
201912,30041,"cumming, ga",,425050,-0.0105,-0.023,518,-0.1084,-0.1752,65,0.1017,-0.1096,136,-0.0556,-0.1053,4,-0.5,-0.5,136,-0.3818,-0.2917,218,-0.1711,0.0093,129.1742225,-0.0082,-0.0098,2832,0.0085,0.0078,506811,-0.0222,-0.0112,736,-0.128,0.4208,-0.0318,0.0769
201912,34119,"naples, fl",,484500,0.0114,-0.0093,518,0.036,-0.208,86,0,-0.1224,108,-0.0357,-0.0357,4,-0.5,0,64,-0.4483,-0.4074,117,-0.2252,-0.1643,207.7431583,0.0107,-0.0035,2300,0.0105,0.0295,745524,-0.0041,0.0381,635,-0.0246,0.2259,-0.0761,0.0118
201912,33037,"key largo, fl",,895050,0.0182,-0.0569,518,0.1021,0.0792,126.5,-0.0344,-0.151,68,-0.1053,0,4,0,0,56,-0.125,-0.3,57,-0.1739,0.2391,492.5449231,0.0206,0.5332,1675.5,0.0106,0.5067,2283325,0.012,-0.0305,575,0.0668,0.11,-0.0368,0.0142
201912,77845,"college station, tx",,335050,0,0.1356,516,-0.0753,-0.0719,99.5,0.1307,0.1706,96,0,0.1429,4,,0,52,-0.5517,0.8571,121,-0.097,0.0254,147.9681979,0.0025,0.0293,2270,-4.00E-04,0.1041,397720,-0.0044,0.0024,637,-0.0795,0.2345,-0.0056,0.0223
201912,77459,"missouri city, tx",*,333462.5,0.0116,,510,-0.1005,,76.5,0.1418,,148,0.2333,0.2333,8,-0.3333,-0.6667,124,-0.2619,0.1923,184,0.1429,0.2432,115.5651641,0.0066,-0.0199,2880.5,0.0051,-0.0398,392242,0.0113,-0.0436,694,-0.0467,0.3608,0.0768,0.0932
201912,30032,"decatur, ga",,250000,2.00E-04,0.0915,508,-0.0814,0.1651,65,0.413,0.2745,128,-0.2727,-0.2,0,,-1,136,-0.3333,0.0303,163,-0.1931,0.1812,139.8306059,0.0125,0.0615,1439.5,0.0173,0.1039,260256,-0.0202,-0.008,671,-0.1113,0.3209,-0.0444,0.0044
201912,60010,"barrington, il",,600025.5,1.00E-04,-0.0611,507,-0.1702,-0.1479,99,0.1928,-0.1316,56,-0.4615,-0.125,0,,-1,60,-0.5588,0,94,-0.1376,0.0108,172.3162835,0.02,-0.0287,3622,6.00E-04,0.0137,838340,0.0093,-0.0167,601,-0.1653,0.1854,0.007,0.0291
201912,81620,"avon, co",,115050,0.2776,-0.0416,505,0.0455,-0.0665,226.5,-0.2922,0.0203,68,0.5455,0.0625,0,,,36,0.125,-0.1818,0,,,72.9020979,0.2566,-0.0462,1491,0.0297,-0.0356,1057493,0.0684,-0.0578,505,0.0455,0,0,0
201912,32550,"miramar beach, fl",,495000,-1.00E-04,0.1378,500,-0.0602,-0.1228,118,0.1238,-0.0167,56,-0.1765,0,4,0,-0.5,60,-0.4,-0.1176,0,,,320.4691762,0.0177,0.0963,1620,-0.0182,0.0872,684661,-0.011,0.0783,500,-0.0602,0,0,0
